"";"strsplit(filename, ""\\."")[[1]][1]";"header"
"1";"T1203";"1203"
"2";"T1203";"GAULTIER C."
"3";"T1203";"1989"
"4";"T1203";"Relations entre pelouses eurosibÇriennes (Festuco-Brometea) et groupements mÇditerranÇens. Etude rÇgionale (Diois) et synthäse sur le pourtour mÇditerranÇen nord-occidental.- Thäse Doct. Sciences, UniversitÇ Paris-Sud : 230 + 119 + tableaux"
"5";"T1203";"Ononidion striatae"
"6";"T1203";"Potentillo-Astragaletum stipetosum"
"7";"T1203";"III"
"8";"T1203";"9"
"9";"T1203";"1-9"
"10";"T1203";"G.Roux"
"11";"T1204";"1204"
"12";"T1204";"GAULTIER C."
"13";"T1204";"1989"
"14";"T1204";"Relations entre pelouses eurosibÇriennes (Festuco-Brometea) et groupements mÇditerranÇens. Etude rÇgionale (Diois) et synthäse sur le pourtour mÇditerranÇen nord-occidental.- Thäse Doct. Sciences, UniversitÇ Paris-Sud : 230 + 119 + tableaux"
"15";"T1204";"Lavandulo-Genistion"
"16";"T1204";"Ononido-Carlinetum genistetosum var Ö Genista pilosa"
"17";"T1204";"IV"
"18";"T1204";"12"
"19";"T1204";"1-12"
"20";"T1204";"G.Roux"
"21";"T1205";"1205"
"22";"T1205";"GAULTIER C."
"23";"T1205";"1989"
"24";"T1205";"Relations entre pelouses eurosibÇriennes (Festuco-Brometea) et groupements mÇditerranÇens. Etude rÇgionale (Diois) et synthäse sur le pourtour mÇditerranÇen nord-occidental.- Thäse Doct. Sciences, UniversitÇ Paris-Sud : 230 + 119 + tableaux"
"25";"T1205";"Lavandulo-Genistion"
"26";"T1205";"Ononido-Carlinetum genistetosum var Ö Carex flacca"
"27";"T1205";"IV"
"28";"T1205";"15"
"29";"T1205";"16-27"
"30";"T1205";"G.Roux"
"31";"T1206";"1206"
"32";"T1206";"GAULTIER C."
"33";"T1206";"1989"
"34";"T1206";"Relations entre pelouses eurosibÇriennes (Festuco-Brometea) et groupements mÇditerranÇens. Etude rÇgionale (Diois) et synthäse sur le pourtour mÇditerranÇen nord-occidental.- Thäse Doct. Sciences, UniversitÇ Paris-Sud : 230 + 119 + tableaux"
