"";"strsplit(filename, ""\\."")[[1]][1]";"header"
"1";"T1102";"1102"
"2";"T1102";"X"
"3";"T1102";"STUBING G., PERIS J.B. & COSTA M."
"4";"T1102";"1989"
"5";"T1102";"Los matorrales seriales termofilos valencianos. - Phytocoenologia, 17, 1: 1-69."
"6";"T1102";"234 Rosmarino-Ericion"
"7";"T1102";"Helianthemo cinerei-Thymetum piperellae Rivas Goday subass thymetosum piperellae"
"8";"T1102";"X"
"9";"T1102";"12"
"10";"T1102";"1-12"
"11";"T1102";"7 Mediterraneen"
"12";"T1102";"14 Espagne"
"13";"T1102";"26 Maquis"
"14";"T1102";"G.Roux"
"15";"T1103";"1103"
"16";"T1103";"X"
"17";"T1103";"STUBING G., PERIS J.B. & COSTA M."
"18";"T1103";"1989"
"19";"T1103";"Los matorrales seriales termofilos valencianos. - Phytocoenologia, 17, 1: 1-69."
"20";"T1103";"234 Rosmarino-Ericion"
"21";"T1103";"Helianthemo cinerei-Thymetum piperellae Rivas Goday subass ericetosum terminalis"
"22";"T1103";"X"
"23";"T1103";"1"
"24";"T1103";"13"
"25";"T1103";"7 Mediterraneen"
"26";"T1103";"14 Espagne"
"27";"T1103";"26 Maquis"
"28";"T1103";"G.Roux"
"29";"T1104";"1104"
"30";"T1104";"X"
"31";"T1104";"STUBING G., PERIS J.B. & COSTA M."
"32";"T1104";"1989"
"33";"T1104";"Los matorrales seriales termofilos valencianos. - Phytocoenologia, 17, 1: 1-69."
"34";"T1104";"234 Rosmarino-Ericion"
"35";"T1104";"Helianthemo cinerei-Thymetum piperellae Rivas Goday subass anthyllidetosum onobrychioidis"
"36";"T1104";"X"
"37";"T1104";"3"
"38";"T1104";"14-16"
"39";"T1104";"7 Mediterraneen"
"40";"T1104";"14 Espagne"
"41";"T1104";"26 Maquis"
"42";"T1104";"G.Roux"
"43";"T1105";"1105"
"44";"T1105";"X"
"45";"T1105";"STUBING G., PERIS J.B. & COSTA M."
"46";"T1105";"1989"
"47";"T1105";"Los matorrales seriales termofilos valencianos. - Phytocoenologia, 17, 1: 1-69."
"48";"T1105";"234 Rosmarino-Ericion"
"49";"T1105";"Helianthemo cinerei-Thymetum piperellae Rivas Goday subass lavanduletosum stoechidis"
"50";"T1105";"X"
"51";"T1105";"2"
"52";"T1105";"17-18"
"53";"T1105";"7 Mediterraneen"
"54";"T1105";"14 Espagne"
"55";"T1105";"26 Maquis"
"56";"T1105";"G.Roux"
"57";"T1106";"1106"
"58";"T1106";"X"
"59";"T1106";"STUBING G., PERIS J.B. & COSTA M."
"60";"T1106";"1989"
"61";"T1106";"Los matorrales seriales termofilos valencianos. - Phytocoenologia, 17, 1: 1-69."
"62";"T1106";"234 Rosmarino-Ericion"
"63";"T1106";"Helianthemo cinerei-Thymetum piperellae Rivas Goday subass sideritetosum incanae"
"64";"T1106";"X"
"65";"T1106";"3"
"66";"T1106";"19-21"
"67";"T1106";"7 Mediterraneen"
"68";"T1106";"14 Espagne"
"69";"T1106";"26 Maquis"
"70";"T1106";"G.Roux"
"71";"T1107";"1107"
"72";"T1107";"X"
"73";"T1107";"STUBING G., PERIS J.B. & COSTA M."
"74";"T1107";"1989"
"75";"T1107";"Los matorrales seriales termofilos valencianos. - Phytocoenologia, 17, 1: 1-69."
"76";"T1107";"234 Rosmarino-Ericion"
"77";"T1107";"Erico multiflorae-Lavanduletum dentatae Bolos"
"78";"T1107";"XI"
"79";"T1107";"6"
"80";"T1107";"1-6"
"81";"T1107";"7 Mediterraneen"
"82";"T1107";"14 Espagne"
"83";"T1107";"26 Maquis"
"84";"T1107";"G.Roux"
"85";"T1108";"1108"
