"";"strsplit(filename, ""\\."")[[1]][1]";"header"
"1";"T0001";"0001"
"2";"T0001";"PUTOT P."
"3";"T0001";"1972"
"4";"T0001";"Contribution … l'‚tude de la v‚g‚tation des prairies du Haut Jura"
"5";"T0001";"Cynosurion cristati"
"6";"T0001";"Festuco-Cynosuretum"
"7";"T0001";"II 1-14"
"8";"T0001";"Corr. & A/D G.Roux 1994 "
"9";"T0002";"0002"
"10";"T0002";"PUTOT P."
"11";"T0002";"1972"
"12";"T0002";"Contribution … l'‚tude de la v‚g‚tation des prairies du Haut Jura"
"13";"T0002";"Arrhenatherion"
"14";"T0002";"Arrhenatheretum elatioris"
"15";"T0002";"I 1-30"
"16";"T0002";"Corr. & A/D G.Roux "
"17";"T0003";"0003"
"18";"T0003";"PUTOT P."
"19";"T0003";"1972"
"20";"T0003";"Contribution … l'‚tude de la v‚g‚tation des prairies du Haut-Jura."
"21";"T0003";"Cynosurion cristati"
"22";"T0003";"Lolio-Cynosuretum"
"23";"T0003";"IV 1-21"
"24";"T0003";"Corr. & A/D G.Roux 1994"
"25";"T0004";"0004"
"26";"T0004";"GEHU J.M."
"27";"T0004";"1961"
"28";"T0004";"Les groupements v‚g‚taux du bassin de la Sambre fran‡aise.- Vegetatio, X: 69-372. "
"29";"T0004";"Arrhenatherion elatioris"
"30";"T0004";"Arrhenatherum elatioris agrimonietosum"
"31";"T0004";"XXIII 1-12"
"32";"T0004";"Corr. & A/D G.Roux 1994"
"33";"T0005";"0005"
"34";"T0005";"GEHU J.M."
"35";"T0005";"1961"
"36";"T0005";"Les groupements v‚g‚taux du bassin de la Sambre fran‡aise.- Vegetatio,X: 69-372."
"37";"T0005";"Lolio-Cynosuretum uliginosi"
"38";"T0005";"XV 1-12"
"39";"T0005";"Corr. & A/D G.Roux 1994"
"40";"T0006";"0006"
"41";"T0006";"GEHU J.M."
"42";"T0006";"1961"
"43";"T0006";"Les groupements v‚g‚taux de la Sambre fran‡aise.- Vegetatio, X: 69-372"
"44";"T0006";"Lolieto-Cynosuretum typique"
"45";"T0006";"XVI 1-16"
"46";"T0006";"Corr. & A/D G.Roux 1994"
"47";"T0007";"0007"
"48";"T0007";"GEHU J.M."
"49";"T0007";"1961"
"50";"T0007";"Les groupements v‚g‚taux de la Sambre fran‡aise.- Vegetatio, X: 69-372."
"51";"T0007";"Lolio-Cynosuretum var … Achillea millefolium"
"52";"T0007";"XII 1-18"
"53";"T0007";"Corr. & A/D G.Roux 1994"
"54";"T0008";"0008"
"55";"T0008";"GEHU J.M."
"56";"T0008";"1961"
"57";"T0008";"Les groupements v‚g‚taux de la Sambre fran‡aise.- Vegetatio, X: 69-372."
"58";"T0008";"Lolio-Cynosuretum var … Hypochoeris radicata"
"59";"T0008";"XVIII 1-19"
"60";"T0008";"Corr. & A/D G.Roux 1994"
"61";"T0009";"0009"
"62";"T0009";"GEHU J.M."
"63";"T0009";"1961"
"64";"T0009";"Les groupements v‚g‚taux de la Sambre fran‡aise.- Vegetatio, X: 69-372."
"65";"T0009";"Lolio-Cynosuretum ranunculetosum bulbosi"
"66";"T0009";"XIX 1-24"
"67";"T0009";"Corr. & A/D G.Roux 1994"
"68";"T0010";"0010"
"69";"T0010";"GEHU J.M."
"70";"T0010";"1961"
"71";"T0010";"Les groupements v‚g‚taux de la Sambre fran‡aise.- Vegetatio, X: 69-372."
"72";"T0010";"Lolio-Cynosuretum plantaginetosum mediae"
"73";"T0010";"XX 1-21"
"74";"T0010";"Corr. & A/D G.Roux 1994"
"75";"T0011";"0011"
"76";"T0011";"GEHU J.M."
"77";"T0011";"1961"
"78";"T0011";"Les groupements v‚g‚taux de la Sambre fran‡aise.- Vegetatio, X: 69-372."
"79";"T0011";"Arrhenatherum elatioris colchicetosum"
"80";"T0011";"XXI 1-17"
"81";"T0011";"Corr. & A/D G.Roux 1994"
"82";"T0012";"0012"
"83";"T0012";"GEHU J.M."
"84";"T0012";"1961"
"85";"T0012";"Les groupements v‚g‚taux de la Sambre fran‡aise.- Vegetatio, X: 69-372."
"86";"T0012";"Arrhenatheretum elatioris variante des bermes"
"87";"T0012";"XXII 1-19"
"88";"T0012";"Corr. & A/D G.Roux 1994"
"89";"T0013";"0013"
"90";"T0013";"WATTEZ J.R"
"91";"T0013";"1978"
"92";"T0013";"Les jon‡aies acidoclines … Juncus acutiflorus Ehr. du Nord de la France.- Coll. Phytosoc., V: 319-338."
"93";"T0013";"Molinion"
"94";"T0013";"Juncus acutiflorus parmi les prairies sŠches acidoclines"
"95";"T0013";"V 1-26"
"96";"T0013";"Corr. & A/D G.Roux 1994 "
"97";"T0014";"0014"
"98";"T0014";"WATTEZ J.R."
"99";"T0014";"1978"
"100";"T0014";"Les jon‡aies acidoclines … Juncus acutiflorus Erh. du Nord de la France.- Coll. Phytosoc., V:319-338."
"101";"T0014";"Molinion"
"102";"T0014";"Juncus acutiflorus parmi les groupements prairiaux hygrophiles"
"103";"T0014";"IV 1-17"
"104";"T0014";"Corr. & A/D G.Roux 1994 "
"105";"T0015";"0015"
"106";"T0015";"CUSSET G."
"107";"T0015";"1960"
"108";"T0015";"Recherches sur les hˆtraies des environs de Besse-en-Chandesse (Auvergne). Etude phytosociologique et ‚cologique.- D.E.S., Univ. Clermont-Ferrand: 111 p."
"109";"T0015";"Fagion"
"110";"T0015";"Fageto-Scilletum lilio-hyacinthii Lem‚e 1956"
"111";"T0015";"III 1-28"
"112";"T0015";"Corr. & A/D G.Roux 1994"
"113";"T0016";"0016"
"114";"T0016";"CUSSET G."
"115";"T0016";"1960"
"116";"T0016";"Recherches sur les hˆtraies des environs de Besse-en-Chandesse (Auvergne). Etude phytosociologique et ‚cologique.- D.E.S., Univ. Clermont-Ferrand: 112 p."
"117";"T0016";"Fagion"
