"";"strsplit(filename, ""\\."")[[1]][1]";"header"
"1";"T4207";"4207"
"2";"T4207";"GUINOCHET M."
"3";"T4207";"1975"
"4";"T4207";"Contribution … la connaissance des Ononido-Rosmarinetea Br.-Bl. 1947 des Alpes Maritimes.- Phytocoenologia, 1, 4: 460-469."
"5";"T4207";"Rosmarino-Ericion"
"6";"T4207";"Rosmarino-Fumarietum thymifoliae subass. globularietosum"
"7";"T4207";"II 74-79"
"8";"T4207";"6"
"9";"T4207";"France"
"10";"T4207";"Garrigue"
"11";"T4207";"Roux G. 1994"
"12";"T4208";"4208"
"13";"T4208";"LOISEL R."
"14";"T4208";"1976"
"15";"T4208";"LA VEGETATION DE L'ETAGE MEDITERRANEEN DANS LE SUD-EST CONTINENTAL FRANCAIS."
"16";"T4208";"THESE DOCT ES SCIENCES UNI.AIX-MARSEILLE III."
"17";"T4208";"Gpmt … Circaea lutetiana et Urtica dioica"
"18";"T4208";"LXX 21-30"
"19";"T4208";"10"
"20";"T4208";"MEDITERRANEEN"
"21";"T4208";"FRANCE"
"22";"T4208";"RIPISYLVES"
"23";"T4208";"BENSETTITI.F corr. G.Roux"
"24";"T4209";"4209"
"25";"T4209";"FRILEUX P.N."
"26";"T4209";"1977"
"27";"T4209";"Alno-Padion"
"28";"T4209";"XXXVIII 1-5"
"29";"T4209";"G.Roux"
"30";"T4210";"4210"
"31";"T4210";"FRILEUX P.N."
"32";"T4210";"1977"
"33";"T4210";"Alnetea glutinosae"
"34";"T4210";"XXXVI 1-18"
"35";"T4210";"G.Roux"
"36";"T4211";"4211"
"37";"T4211";"FRILEUX P.N."
"38";"T4211";"1977"
"39";"T4211";"Alnetea glutinosae"
"40";"T4211";"XXXVII 1-13"
"41";"T4211";"G.Roux"
"42";"T4212";"FRILEUX P.N."
"43";"T4212";"1977"
"44";"T4212";"Les groupements v‚g‚taux du pays de Bray (caract‚risation, ‚cologie, dynamique)."
"45";"T4212";"ThŠse Doct. Etat, Univ. Rouen."
"46";"T4212";"Tableau 1: 1-7"
"47";"T4212";"Glyceria fluitans"
"48";"T4213";"FRILEUX P.N."
"49";"T4213";"1977"
"50";"T4213";"Les groupements v‚g‚taux du pays de Bray (caract‚risation, ‚cologie, dynamique)."
"51";"T4213";"ThŠse Doct. Etat, Univ. Rouen."
"52";"T4213";"Tableau 10: 1-21"
"53";"T4213";"Galio-festucetum"
"54";"T4214";"FRILEUX P.N."
"55";"T4214";"1977"
"56";"T4214";"Les groupements v‚g‚taux du pays de Bray (caract‚risation, ‚cologie, dynamique)."
"57";"T4214";"ThŠse Doct. Etat, Univ. Rouen."
"58";"T4214";"Tableau 11: 1-4"
"59";"T4214";"Nardo-juncetum squarrosi"
"60";"T4215";"FRILEUX P.N."
"61";"T4215";"1977"
"62";"T4215";"Les groupements v‚g‚taux du pays de Bray (caract‚risation, ‚cologie, dynamique)."
"63";"T4215";"ThŠse Doct. Etat, Univ. Rouen."
"64";"T4215";"Tableau 9: 1-30"
"65";"T4215";"Festuco-brachypodietum"
"66";"T4216";"FRILEUX P.N."
"67";"T4216";"1977"
"68";"T4216";"Les groupements v‚g‚taux du pays de Bray (caract‚risation, ‚cologie, dynamique)."
"69";"T4216";"ThŠse Doct. Etat, Univ. Rouen."
"70";"T4216";"Tableau 21: 1-54"
