"";"strsplit(filename, ""\\."")[[1]][1]";"header"
"1";"T4816";"4816"
"2";"T4816";"BIONDI E. & MOSSA L."
"3";"T4816";"1992"
"4";"T4816";"Studio fitosociologico del promontorio di Capo S. Elia dei colli di Cagliari (Sardegna).- Doc. Phytosoc., N.S., XIV: 1-44."
"5";"T4816";"Teucrion mari"
"6";"T4816";"Genisto corsicae-Sarcopoterietum spinosi ass. nov."
"7";"T4816";"III 1-7"
"8";"T4816";"G.Roux 1997"
"9";"T4817";"4817"
"10";"T4817";"BIONDI E. & MOSSA L."
"11";"T4817";"1992"
"12";"T4817";"Studio fitosociologico del promontorio di Capo S. Elia dei colli di Cagliari (Sardegna).- Doc. Phytosoc., N.S., XIV: 1-44."
"13";"T4817";"Rosmarino-Ericion multiflorae"
"14";"T4817";"Thymelaeo hirsutae-Thymetum capitati ass. nov."
"15";"T4817";"IV 1-10"
"16";"T4817";"G.Roux 1997"
"17";"T4818";"4818"
"18";"T4818";"BIONDI E. & MOSSA L."
"19";"T4818";"1992"
"20";"T4818";"Studio fitosociologico del promontorio di Capo S. Elia dei colli di Cagliari (Sardegna).- Doc. Phytosoc., N.S., XIV: 1-44."
"21";"T4818";"Rosmarino-Ericion multiflorae"
"22";"T4818";"Cisto incani-Ampelodesmetum mauritanici ass. nov."
"23";"T4818";"XI 1-3"
"24";"T4818";"G.Roux 1997"
"25";"T4819";"4819"
"26";"T4819";"BIONDI E. & MOSSA L."
"27";"T4819";"1992"
"28";"T4819";"Studio fitosociologico del promontorio di Capo S. Elia dei colli di Cagliari (Sardegna).- Doc. Phytosoc., N.S., XIV: 1-44."
"29";"T4819";"Oleo-Ceratonion"
"30";"T4819";"Asparago albi-Euphorbietum dendroidis ass. nov."
"31";"T4819";"II 1-8"
"32";"T4819";"G.Roux 1997"
"33";"T4820";"BOULFEKHAR NAD R"
"34";"T4820";"1989"
"35";"T4820";"ETUDE PHYTOSOCIOLOGIQUE DE CERTAINS GROUPEMENTS DE MAUVAISES HERBES DANS LA"
"36";"T4820";"LA PLAINE DE LA MITIDJA ."
"37";"T4820";"THESE DE MAGISTER INA."
"38";"T4820";"CHENOPODIETTALIA"
"39";"T4820";"20"
"40";"T4820";"8"
"41";"T4820";"MEDITERRANEEN"
"42";"T4820";"ALGERIE SEPT."
"43";"T4820";"MAUVAISES HERBES (C.AUR.)"
"44";"T4820";"ABDELKRIM H."
"45";"T4821";"BOULFEKHAR NADIR"
