"";"strsplit(filename, ""\\."")[[1]][1]";"header"
"1";"T4409";"4409"
"2";"T4409";"PASSARGE H."
"3";"T4409";"1957"
"4";"T4409";"Vegetationskundliche Untersuchungen in der Wiesenlandschaft des nordlichen Havellandes.- Feddes Repert., 137: 5-55."
"5";"T4409";"Polygono-Chenopodion"
"6";"T4409";"Oxalo-Chenopodietum polyspermi"
"7";"T4409";"39 1"
"8";"T4409";"G.Roux 1994"
"9";"T4410";"4410"
"10";"T4410";"PASSARGE H."
"11";"T4410";"1957"
"12";"T4410";"Vegetationskundliche Untersuchungen in der Wiesenlandschaft des nordlichen Havellandes.- Feddes Repert., 137: 5-55."
"13";"T4410";"Sisymbrion officinalis"
"14";"T4410";"Agropyron repens-Convolvulus arvensis Ass."
"15";"T4410";"XVII 1-5"
"16";"T4410";"G.Roux 1994"
"17";"T4411";"4411"
"18";"T4411";"PASSARGE H."
"19";"T4411";"1957"
"20";"T4411";"Vegetationskundliche Untersuchungen in der Wiesenlandschaft des nordlichen Havellandes.- Feddes Repert., 137: 5-55."
"21";"T4411";"Sisymbrion officinalis"
"22";"T4411";"Malva neglecta-Urtica urens Ass."
"23";"T4411";"XVIII 1-5"
"24";"T4411";"G.Roux 1994"
"25";"T4412";"4412"
"26";"T4412";"BOUSQUET"
"27";"T4412";"groupe A Quercion robori-petraeae"
"28";"T4412";"G.Roux 1995"
"29";"T4413";"4413"
"30";"T4413";"BOUSQUET"
"31";"T4413";"groupe B Quercion/Carpinion"
"32";"T4413";"G.Roux 1995"
"33";"T4414";"4414"
"34";"T4414";"BOUSQUET"
"35";"T4414";"groupe C1 Carpinion acide appauvri"
"36";"T4414";"G.Roux 1995"
"37";"T4415";"4415"
"38";"T4415";"BOUSQUET"
"39";"T4415";"Groupe C2 Carpinion type"
"40";"T4415";"G.Roux 1995"
"41";"T4416";"4416"
"42";"T4416";"BOUSQUET"
"43";"T4416";"Groupe C3 Carpinion humide"
"44";"T4416";"G.Roux 1995"
"45";"T4417";"4417"
"46";"T4417";"BOUSQUET"
"47";"T4417";"Groupe D Alno-Padion"
"48";"T4417";"G.Roux 1995"
"49";"T4418";"4418"
"50";"T4418";"BOUSQUET"
"51";"T4418";"Groupe E Alno-Padion/Magnocaricion"
"52";"T4418";"G.Roux 1995"
"53";"T4419";"4419"
"54";"T4419";"GALTIER B."
"55";"T4419";"1983"
"56";"T4419";"Etude pr‚alable … l'am‚nagement de la forˆt d'Angervilliers (Essonne).- D.E.A. Ecologie, Univ. Paris-Sud: 42 p."
"57";"T4419";"Carpinion"
"58";"T4419";"X"
"59";"T4419";"5"
"60";"T4419";"35 1-5"
"61";"T4419";"G.Roux 1995"
"62";"T4420";"4420"
"63";"T4420";"GALTIER B."
"64";"T4420";"1983"
"65";"T4420";"Etude pr‚alable … l'am‚nagement de la forˆt d'Angervilliers (Essonne).- D.E.A. Ecologie, Univ. Paris-Sud: 42 p."
"66";"T4420";"Quercion robori-petrae"
"67";"T4420";"X"
"68";"T4420";"4"
"69";"T4420";"37 1-4"
"70";"T4420";"G.Roux 1995"
"71";"T4421";"4421"
"72";"T4421";"GALTIER B."
"73";"T4421";"1983"
"74";"T4421";"Etude pr‚alable … l'am‚nagement de la forˆt d'Angervilliers (Essonne).- D.E.A. Ecologie, Univ. Paris-Sud: 42 p."
"75";"T4421";"Quercion robori-petrae humide"
"76";"T4421";"X"
"77";"T4421";"4"
"78";"T4421";"37 5-8"
"79";"T4421";"G.Roux 1995"
"80";"T4422";"4422"
"81";"T4422";"GALTIER B."
"82";"T4422";"1983"
