;"strsplit(filename, ""\\."")[[1]][1]";header
1;T0608;608
2;T0608; 60 relev‚s
3;T0608; 93 esp‚ces
4;T0609;609
5;T0609; 54 relev‚s
6;T0609; 77 esp‚ces
7;T0610;610
8;T0610;TOMBAL P.
9;T0610;1974
10;T0610;Pelouses calcaires des c“tes de l'Automne
11;T0610;Mesobromion
12;T0610;I 1-11
13;T0610;Corr. & A/D G.Roux 1994
14;T0611;611
15;T0611; 21 relev‚s
16;T0611; 92 esp‚ces
17;T0612;612
18;T0612;GAMISANS J.
19;T0612;1977
20;T0612;Anthyllion hermanniae
21;T0612;Helichryso-Genistetum salzmannii 
22;T0612;XIX 1-25
23;T0612;A/D et corrections G.Roux 1997
24;T0613;613
25;T0613;GAMISANS J.
26;T0613;1977
27;T0613;Berberido-Genistetum lobelioidis
28;T0613;XXI 1-30
29;T0613;Corr. & A/D G.Roux 1977
30;T0614;614
31;T0614;GAMISANS J.
32;T0614;Paronychio-Armerietum multicepitis subass. genistetosum lobelioidis
33;T0614;XXIII 1-25
34;T0614;Corr. & A/D G.Roux 1997
35;T0615;615
36;T0615;GAMISANS J.
37;T0615;1977
38;T0615;Geeto-Phleetum brachystachyi
39;T0615;XXV 1-33
40;T0615;Corr. & A/D G.Roux
41;T0616;616
42;T0616;  2 relev‚s
43;T0616; 22 esp‚ces
44;T0617;617
45;T0617;  8 relev‚s
46;T0617; 41 esp‚ces
47;T0618;618
48;T0618; 32 relev‚s
49;T0618; 81 esp‚ces
50;T0619;619
51;T0619; 15 relev‚s
52;T0619; 69 esp‚ces
53;T0620;620
54;T0620;  6 relev‚s
55;T0620; 47 esp‚ces
56;T0621;621
57;T0621;  6 relev‚s
58;T0621; 19 esp‚ces
59;T0622;622
60;T0622; 30 relev‚s
61;T0622; 49 esp‚ces
62;T0623;623
63;T0623; 19 relev‚s
64;T0623; 39 esp‚ces
65;T0624;624
66;T0624;  6 relev‚s
67;T0624; 14 esp‚ces
68;T0625;625
69;T0625;  4 relev‚s
70;T0625; 33 esp‚ces
71;T0626;626
72;T0626;  1 relev‚s
73;T0626; 14 esp‚ces
74;T0627;627
75;T0627;  9 relev‚s
76;T0627; 34 esp‚ces
77;T0628;628
78;T0628;  8 relev‚s
79;T0628; 25 esp‚ces
80;T0629;629
81;T0629;  5 relev‚s
82;T0629; 13 esp‚ces
83;T0630;630
84;T0630;  8 relev‚s
85;T0630; 51 esp‚ces
86;T0631;631
87;T0631;  7 relev‚s
88;T0631; 45 esp‚ces
89;T0632;632
90;T0632;  7 relev‚s
91;T0632; 54 esp‚ces
92;T0633;633
93;T0633;  1 relev‚s
94;T0633; 16 esp‚ces
95;T0634;634
96;T0634; 28 relev‚s
97;T0634; 39 esp‚ces
98;T0635;635
99;T0635; 27 relev‚s
100;T0635; 35 esp‚ces
101;T0636;636
102;T0636;GAMISANS J.
103;T0636;1977
104;T0636;Caricion caryophyllae Gamisans nov.
105;T0636;Sagino-Caricetum caryophyllae
106;T0636;XVIII 1-22
107;T0636;Correction & A/D G.Roux 1997
108;T0637;637
109;T0637;  6 relev‚s
110;T0637; 40 esp‚ces
111;T0638;638
112;T0638;  5 relev‚s
113;T0638; 45 esp‚ces
114;T0639;639
115;T0639;GAMISANS J.
116;T0639;1977
117;T0639;Paronychio-Armerietum multicepitis subass. armerietosum
118;T0639;XXII 1-30
119;T0639;Corr. & A/D G.Roux
120;T0640;640
121;T0640;GAMISANS J.
122;T0640;1977
123;T0640;Acino-Tanacetetum tomentosi
124;T0640;XXIV 1-26 
125;T0640;Corr. & A/D G.Roux 1997
126;T0641;641
127;T0641;  5 relev‚s
128;T0641; 46 esp‚ces
129;T0642;642
130;T0642;GAMISANS J.
131;T0642;1977
132;T0642;Gnaphalio-Sibbaldietum procumbentis
133;T0642;XXVI 1-14
134;T0642;Corr. & A/D G.Roux
135;T0643;643
136;T0643; 30 relev‚s
137;T0643; 65 esp‚ces
138;T0644;644
139;T0644; 18 relev‚s
140;T0644; 58 esp‚ces
141;T0645;645
142;T0645;  8 relev‚s
143;T0645; 54 esp‚ces
144;T0646;646
145;T0646; 12 relev‚s
146;T0646; 65 esp‚ces
147;T0647;647
148;T0647;  3 relev‚s
149;T0647; 35 esp‚ces
150;T0648;648
151;T0648;  6 relev‚s
152;T0648; 39 esp‚ces
153;T0649;649
154;T0649; 30 relev‚s
155;T0649; 59 esp‚ces
156;T0650;650
157;T0650;  2 relev‚s
158;T0650; 33 esp‚ces
159;T0651;651
160;T0651;LACOSTE A.
161;T0651;1975
162;T0651;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
163;T0651;Potentillon caulescentis
164;T0651;Phyteumo-Bupleuretum petraeae
165;T0651;XIV 1-19
166;T0651;Corr & A/D G.Roux  1994
167;T0652;652
168;T0652;LACOSTE A.
169;T0652;1975
170;T0652;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
171;T0652;Androsacion vandelii
172;T0652;Silenetum cordifoliae
173;T0652;XV 20-28
174;T0652;Corr. & A/D G.Roux
175;T0653;653
176;T0653;LACOSTE A.
177;T0653;1975
178;T0653;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
179;T0653;Androsacion vandelii
180;T0653;Saxifragetum florulentae
181;T0653;XV 29-34
182;T0653;Corr. & A/D G.Roux
183;T0654;654
184;T0654;LACOSTE A.
185;T0654;1975
186;T0654;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
187;T0654;Stipion calamagrostidis
188;T0654;Calamagrostido-Centranthetum festucetosum
189;T0654;XVI 35-46
190;T0654;Corr. & A/D G.Roux 1994
191;T0655;655
192;T0655;LACOSTE A.
193;T0655;1975
194;T0655;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-maritimes).- Phytocoenologia, 3.
195;T0655;Thlaspeion rotundifolii
196;T0655;Thlaspeetum rotundifolii austro-occidentale
197;T0655;XVI 47-48
198;T0655;Corr. & A/D G.Roux 1994 
199;T0656;656
200;T0656;LACOSTE A.
201;T0656;1975
202;T0656;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
203;T0656;Thlaspion rotundifolii
204;T0656;Petasitetum paradoxi athamantosum
205;T0656;XVII 49-65
206;T0656;Corr. & A.D. G.Roux 1994
207;T0657;657
208;T0657;LACOSTE A.
209;T0657;1975
210;T0657;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
211;T0657;Androsacion alpinae
212;T0657;Ass. … Rubus idaeus & Dryopteris disjuncta
213;T0657;157 1-4
214;T0657;Corr. & A/D G.Roux
215;T0658;658
216;T0658;LACOSTE A.
217;T0658;1975
218;T0658;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
219;T0658;Senecion leucophyllae
220;T0658;Saxifrago-Brassicetum montanae
221;T0658;XVIII 66-84
222;T0658;Corr. & A/D G.Roux
223;T0659;659
224;T0659;LACOSTE A.
225;T0659;1975
226;T0659;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
227;T0659;Xerobromion
228;T0659;Astragalo-Onosmetum ononidetosum
229;T0659;XIX 85-92
230;T0659;Corr. & A/D G.Roux 1994
231;T0660;660
232;T0660;LACOSTE A.
233;T0660;1975
234;T0660;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
235;T0660;Bromion erecti
236;T0660;Mesobrometum brachypodietosum
237;T0660;XX 107-117
238;T0660;Corr. & A/D G.Roux 1994
239;T0661;661
240;T0661;LACOSTE A.
241;T0661;1975
242;T0661;La v‚g‚tation de l' ‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
243;T0661;Festucion variae
244;T0661;Festuco-Potentilletum valderiae
245;T0661;XXI 118-138
246;T0661;Corr. & A/D G.Roux 1994
247;T0662;662
248;T0662;LACOSTE A.
249;T0662;1975
250;T0662;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
251;T0662;Festucion variae
252;T0662;Festucetum spadiceae austro-occidentale
253;T0662;XXII 139-158
254;T0662;Corr. & A/D G.Roux 1994
255;T0663;663
256;T0663;LACOSTE A.
257;T0663;1975
258;T0663;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
259;T0663;Caricion ferrugineae
260;T0663;Poo-Alchemilletum hoppeanae
261;T0663;XXIII 159-188
262;T0663;Corr. & A/D G.Roux 1994
263;T0664;664
264;T0664;LACOSTE A.
265;T0664;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
266;T0664;Caricion curvulae
267;T0664;Leontodo-Alchemilletum alpinae
268;T0664;XXIV 189-204
269;T0664;Corr. & A/D G.Roux 1994
270;T0665;665
271;T0665;LACOSTE A.
272;T0665;1975
273;T0665;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
274;T0665;Nardion
275;T0665;Nardetum alpigenum pedicularetosum
276;T0665;XXV 205-220
277;T0665;Corr. & A/D G.Roux
278;T0666;666
279;T0666;LACOSTE A.
280;T0666;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
281;T0666;Nardion strictae
282;T0666;Ranunculo-Alopecuretum gerardi
283;T0666;XXVI 221-230
284;T0666;Corr. & A/D G.Roux 1994
285;T0667;667
286;T0667;LACOSTE A.
287;T0667;1975
288;T0667;La v‚g‚tation de l'‚tage subalpin du bassin sup‚rieur de la Tin‚e (Alpes-Maritimes).- Phytocoenologia, 3.
289;T0667;Triseto-Polygonion bistorti
290;T0667;Triseto-Meetum athamantici
291;T0667;XXVII 231-255
292;T0667;Corr. & A/D G.Roux 1994
293;T0667;147 esp‚ces
294;T0668;668
295;T0668;LACOSTE A.
296;T0668;1975
