"";"strsplit(filename, ""\\."")[[1]][1]";"header"
"1";"T3628";"3628"
"2";"T3628";"  6 relev‚s"
"3";"T3628";" 40 esp‚ces"
"4";"T3629";"3629"
"5";"T3629";"  6 relev‚s"
"6";"T3629";" 51 esp‚ces"
"7";"T3630";"3630"
"8";"T3630";"  2 relev‚s"
"9";"T3630";" 36 esp‚ces"
"10";"T3631";"3631"
"11";"T3631";"  2 relev‚s"
"12";"T3631";" 16 esp‚ces"
"13";"T3632";"3632"
"14";"T3632";" 14 relev‚s"
"15";"T3632";" 42 esp‚ces"
"16";"T3633";"3633"
"17";"T3633";"  5 relev‚s"
"18";"T3633";" 29 esp‚ces"
"19";"T3634";"3634"
"20";"T3634";" 13 relev‚s"
"21";"T3634";" 77 esp‚ces"
"22";"T3635";"3635"
"23";"T3635";" 15 relev‚s"
"24";"T3635";"100 esp‚ces"
"25";"T3636";"3636"
"26";"T3636";" 23 relev‚s"
"27";"T3636";"127 esp‚ces"
"28";"T3637";"3637"
"29";"T3637";"  4 relev‚s"
"30";"T3637";" 50 esp‚ces"
"31";"T3638";"3638"
"32";"T3638";"  7 relev‚s"
"33";"T3638";" 57 esp‚ces"
"34";"T3639";"3639"
"35";"T3639";" 20 relev‚s"
"36";"T3639";" 81 esp‚ces"
"37";"T3640";"3640"
"38";"T3640";"  6 relev‚s"
"39";"T3640";" 59 esp‚ces"
"40";"T3641";"3641"
"41";"T3641";"  8 relev‚s"
"42";"T3641";" 89 esp‚ces"
"43";"T3642";"3642"
"44";"T3642";" 11 relev‚s"
"45";"T3642";" 99 esp‚ces"
"46";"T3643";"3643"
"47";"T3643";"  9 relev‚s"
"48";"T3643";" 63 esp‚ces"
"49";"T3644";"3644"
"50";"T3644";"  6 relev‚s"
"51";"T3644";" 47 esp‚ces"
"52";"T3645";"3645"
"53";"T3645";"  4 relev‚s"
"54";"T3645";" 48 esp‚ces"
"55";"T3646";"3646"
"56";"T3646";" 11 relev‚s"
"57";"T3646";"102 esp‚ces"
"58";"T3647";"3647"
"59";"T3647";" 10 relev‚s"
"60";"T3647";"122 esp‚ces"
"61";"T3648";"3648"
"62";"T3648";"  6 relev‚s"
"63";"T3648";" 43 esp‚ces"
"64";"T3649";"3649"
"65";"T3649";" 18 relev‚s"
"66";"T3649";"114 esp‚ces"
"67";"T3650";"3650"
"68";"T3650";"  5 relev‚s"
"69";"T3650";" 48 esp‚ces"
"70";"T3651";"3651"
"71";"T3651";"  4 relev‚s"
"72";"T3651";" 53 esp‚ces"
"73";"T3652";"3652"
"74";"T3652";"  6 relev‚s"
"75";"T3652";" 82 esp‚ces"
"76";"T3653";"3653"
"77";"T3653";"  8 relev‚s"
"78";"T3653";" 91 esp‚ces"
"79";"T3654";"3654"
"80";"T3654";"  8 relev‚s"
"81";"T3654";" 67 esp‚ces"
"82";"T3655";"3655"
"83";"T3655";"  7 relev‚s"
"84";"T3655";" 73 esp‚ces"
"85";"T3656";"3656"
"86";"T3656";"  6 relev‚s"
"87";"T3656";" 53 esp‚ces"
"88";"T3657";"3657"
"89";"T3657";" 10 relev‚s"
"90";"T3657";" 80 esp‚ces"
"91";"T3658";"3658"
"92";"T3658";"  7 relev‚s"
"93";"T3658";" 71 esp‚ces"
