"";"strsplit(filename, ""\\."")[[1]][1]";"header"
"1";"T3931";"3931"
"2";"T3931";"X"
"3";"T3931";"DUBUIS A. & SIMONNEAU P."
"4";"T3931";"1956"
"5";"T3931";"LA VEGETATION DES RIZIERES EN ORANIE .- Publication du service des etudes scientifiques.Direction du service de la colonisation et de l'hydraulique.Gouv.gl.de l'Algerie.Alger 1954."
"6";"T3931";"X"
"7";"T3931";"Groupement post-cultural des rizieres (Ss.ass.a Suaeda fruticosa)."
"8";"T3931";"VII"
"9";"T3931";"2"
"10";"T3931";"X"
"11";"T3931";"7 M‚diterran‚en"
"12";"T3931";"13 Alg‚rie"
"13";"T3931";"48 Groupements halophiles"
"14";"T3931";"Bouabdallah"
"15";"T3932";"3932"
"16";"T3932";"X"
"17";"T3932";"DUBUIS A. & SIMONNEAU P."
"18";"T3932";"1956"
"19";"T3932";"LA VEGETATION DES RIZIERES EN ORANIE .- Publication du service des etudes scientifiques.Direction du service de la colonisation et de l'hydraulique.Gouv.gl.de l'Algerie.Alger 1954."
"20";"T3932";"X"
"21";"T3932";"Groupement post-cultural des rizieres.(Ss.ass.a Suaeda fruticosa)."
"22";"T3932";"VIII"
"23";"T3932";"3"
"24";"T3932";"X"
"25";"T3932";"7 M‚diterran‚en"
"26";"T3932";"13 Alg‚rie"
"27";"T3932";"48 Groupements halophiles"
"28";"T3932";"Bouabdallah"
"29";"T3933";"3933"
"30";"T3933";"X"
"31";"T3933";"DUBUIS A. & SIMONNEAU P."
"32";"T3933";"1956"
"33";"T3933";"LE FOURRAGE D'ARTICHAUTS.- Travaux des Sections P‚dologie et Agrologie. Bulletin Nø2. 1956. (Gouvernement Gen. de l'Alg‚rie. Direction de l'hydraulique et de l'‚quipement rural. Service des ‚tudes scientifiques. Alger 1956)."
"34";"T3933";"X"
"35";"T3933";"Ass. … Suaeda fruticosa et Sphenopus divaricatus"
"36";"T3933";"I"
"37";"T3933";"4"
"38";"T3933";"X"
"39";"T3933";"7 M‚diterran‚en"
"40";"T3933";"13 Alg‚rie"
"41";"T3933";"48 Groupements halophiles"
"42";"T3933";"Bouabdallah"
"43";"T3934";"3934"
"44";"T3934";"X"
"45";"T3934";"DUBUIS A. & SIMONNEAU P."
