"";"strsplit(filename, ""\\."")[[1]][1]";"header"
"1";"T1607";"1607"
"2";"T1607";" 14 relev‚s"
"3";"T1607";" 53 esp‚ces"
"4";"T1608";"1608"
"5";"T1608";" 17 relev‚s"
"6";"T1608";" 39 esp‚ces"
"7";"T1609";"1609"
"8";"T1609";"VERNET L."
"9";"T1609";"1953"
"10";"T1609";"La végétation du cours supérieur de l'Arc entre La Fare et l'étang de Berre - DES Bot."
"11";"T1609";"Thero-Brachypodion"
"12";"T1609";"ss ass. à Brachypodium distachyum, à Thymus vulgaris et à Lavandula latifolia"
"13";"T1609";"V 1-21"
"14";"T1609";"Corr. & A/D G.Roux 2000"
"15";"T1610";"1610"
"16";"T1610";"VERNET L."
"17";"T1610";"1953"
"18";"T1610";"La végétation du cours supérieur de l'Arc entre La Fare et l'étang de Berre - DES Bot."
"19";"T1610";"Thero-Brachypodion"
"20";"T1610";"Ass. à Plantago albicans"
"21";"T1610";"IV 1-26"
"22";"T1610";"Corr. & A/D G.Roux 2000"
"23";"T1611";"1611"
"24";"T1611";"  6 relev‚s"
"25";"T1611";" 29 esp‚ces"
"26";"T1612";"1612"
"27";"T1612";"  5 relev‚s"
"28";"T1612";" 31 esp‚ces"
"29";"T1613";"1613"
"30";"T1613";"BARBE J."
"31";"T1613";"1974"
"32";"T1613";"Alysso-Sedion"
"33";"T1613";"Cerastietum pumilii"
"34";"T1613";"IV 1-11"
"35";"T1613";" 11 relev‚s"
"36";"T1613";" 44 esp‚ces"
"37";"T1613";"Corr. & A/D G.Roux"
"38";"T1614";"1614"
"39";"T1614";"MAYOT J."
"40";"T1614";"1977"
"41";"T1614";"Thèse"
"42";"T1614";"Alysso-Sedion"
"43";"T1614";"XXVI 1-12"
"44";"T1614";" 12 relev‚s"
"45";"T1614";" 91 esp‚ces"
"46";"T1614";"Coorect. & A/D G.Roux 1999"
"47";"T1615";"1615"
"48";"T1615";"MOSSA L. & BIONDI E."
"49";"T1615";"1993"
"50";"T1615";"Resoconto delle escursioni sul litorale sud-occidentale della Sardegna (7 & 28 Ottobre 1989).- Coll. Phytosoc., XIX, V‚g‚tation et qualit‚ de l'environnemnet c“tier en M‚diterran‚e, Cagliari, 1989: 739-760."
"51";"T1615";"Juniperion lyciae"
"52";"T1615";"Oleo-Juniperetum phoeniceae subass. chamaeropsetosum"
"53";"T1615";"VIII 1-2"
"54";"T1615";"G.Roux"
"55";"T1616";"1616"
"56";"T1616";"BOLOS O. DE"
"57";"T1616";"1962"
"58";"T1616";"El paisaje vegetal barcelones"
"59";"T1616";"Thero-Brachypodion"
"60";"T1616";"Phlomidi-Brachypodietum convolvuletosum"
"61";"T1616";"XVIII 3-4"
"62";"T1616";"Corr. & A/D G.Roux"
"63";"T1617";"1617"
"64";"T1617";"BOLOS O. DE"
"65";"T1617";"1962"
"66";"T1617";"El paisaje vegetal barcelones"
"67";"T1617";"Thero-Brachypodion"
"68";"T1617";"Trifolio-Brachypodietum ramosi"
"69";"T1617";"XIX 1-9"
"70";"T1617";"Corr. & A/D G.Roux"
"71";"T1618";"1618"
"72";"T1618";"BOLOS O. DE"
"73";"T1618";"1962"
"74";"T1618";"El paisaje vegetal barcelones"
"75";"T1618";"Thero-Brachypodion"
"76";"T1618";"Onobrychidi-Barbuletum acutae plantaginetosum albicantis"
"77";"T1618";"XXI 1"
"78";"T1618";"Corr. & A/D G.Roux 1994"
"79";"T1619";"1619"
"80";"T1619";"BOLOS O. DE"
"81";"T1619";"1962"
"82";"T1619";"El paisaje vegetal barcelones"
"83";"T1619";"Saturejo-Hyparrhenion hirtae"
"84";"T1619";"Hyparrhenietum hirto-pubescentis"
"85";"T1619";"30"
"86";"T1619";"XXIII 2-34 sauf 14, 21 & 28"
"87";"T1619";"Corr. & A/D G.Roux 1994"
"88";"T1620";"1620"
"89";"T1620";"BOLOS O. DE"
"90";"T1620";"El paisaje vegetal barcelones"
"91";"T1620";"Brachypodion phoenicoidis"
"92";"T1620";"Brachypodietum phoenicoidis"
"93";"T1620";"XXIV 1-9"
"94";"T1620";"Corr. G.Roux 1994"
"95";"T1621";"1621"
"96";"T1621";"BRAUN-BLANQUET J."
"97";"T1621";"1955"
"98";"T1621";"Das Sedo-Scleranthion - neue fur die Westalpen.- Ost. Bot. Zeitschr., 102, 4/5"
"99";"T1621";"26 relev‚s"
"100";"T1621";"Sclerantheto-Semperviretum arachnoidei"
"101";"T1621";"II 1-26"
"102";"T1621";"Corr. & A/D. G.Roux 1995"
"103";"T1622";"1622"
"104";"T1622";"BRAUN-BLANQUET J."
"105";"T1622";"1955"
"106";"T1622";"Das Sedo-Scleranthion - neue fur die westalpen.- Ost. Bot. Zeitschr., 102, 4/5."
"107";"T1622";"13 relev‚s"
"108";"T1622";"Sedetum montani"
