"";"strsplit(filename, ""\\."")[[1]][1]";"header"
"1";"T2732";"2732"
"2";"T2732";"RIVAS-MARTINEZ S."
"3";"T2732";"1970"
"4";"T2732";"13 relev‚s"
"5";"T2733";"2733"
"6";"T2733";"RIVAS-MARTINEZ S."
"7";"T2733";"1970"
"8";"T2733";"22 relev‚s"
"9";"T2734";"2734"
"10";"T2734";"RIVAS-MARTINEZ S."
"11";"T2734";"1970"
"12";"T2734";"3 relev‚s"
"13";"T2735";"2735"
"14";"T2735";"GOUNOT M."
"15";"T2735";"1958"
"16";"T2735";"18 relev‚s"
"17";"T2736";"2736"
"18";"T2736";"GOUNOT M."
"19";"T2736";"1958"
"20";"T2736";"14 relev‚s"
"21";"T2737";"2737"
"22";"T2737";"GOUNOT M."
"23";"T2737";"1958"
"24";"T2737";"15 relev‚s"
"25";"T2738";"2738"
"26";"T2738";"GOUNOT M."
"27";"T2738";"1958"
"28";"T2738";"14 relev‚s"
"29";"T2739";"2739"
"30";"T2739";"GOUNOT M."
"31";"T2739";"1958"
"32";"T2739";"28 relev‚s"
"33";"T2740";"2740"
"34";"T2740";"GOUNOT M."
"35";"T2740";"1958"
"36";"T2740";"36 relev‚s"
"37";"T2741";"2741"
"38";"T2741";"GOUNOT M."
"39";"T2741";"1958"
"40";"T2741";"12 relev‚s"
"41";"T2742";"2742"
"42";"T2742";"GOUNOT M."
"43";"T2742";"1958"
"44";"T2742";"23 relev‚s"
"45";"T2743";"2743"
"46";"T2743";"GOUNOT M."
"47";"T2743";"1958"
"48";"T2743";" 21 relev‚s"
"49";"T2743";"156 esp‚ces"
"50";"T2744";"2744"
"51";"T2744";"GOUNOT M."
"52";"T2744";"1958"
"53";"T2744";" 36 relev‚s"
"54";"T2745";"2745"
"55";"T2745";"GOUNOT M."
"56";"T2745";"1958"
"57";"T2745";" 12 relev‚s"
"58";"T2746";"2746"
"59";"T2746";"GOUNOT M."
"60";"T2746";"1958"
"61";"T2746";" 15 relev‚s"
"62";"T2747";"2747"
"63";"T2747";"GOUNOT M."
"64";"T2747";"1958"
"65";"T2747";" 41 relev‚s"
"66";"T2748";"2748"
"67";"T2748";"GOUNOT M."
"68";"T2748";"1958"
"69";"T2748";" 35 relev‚s"
"70";"T2749";"2749"
"71";"T2749";"GOUNOT M."
"72";"T2749";"1958"
"73";"T2749";" 28 relev‚s"
"74";"T2750";"2750"
"75";"T2750";"GOUNOT M."
"76";"T2750";"1958"
"77";"T2750";" 33 relev‚s"
"78";"T2751";"2751"
"79";"T2751";"GOUNOT M."
"80";"T2751";"1958"
"81";"T2751";" 16 relev‚s"
"82";"T2752";"2752"
"83";"T2752";"GOUNOT M."
"84";"T2752";"1958"
"85";"T2752";" 25 relev‚s"
"86";"T2753";"2753"
"87";"T2753";"GOUNOT M."
"88";"T2753";"1958"
"89";"T2753";" 39 relev‚s"
"90";"T2754";"2754"
"91";"T2754";"GOUNOT M."
