"";"strsplit(filename, ""\\."")[[1]][1]";"header"
"1";"T2508";"2508"
"2";"T2508";" 17 relev‚s"
"3";"T2508";" 30 esp‚ces"
"4";"T2509";"2509"
"5";"T2509";" 15 relev‚s"
"6";"T2509";" 52 esp‚ces"
"7";"T2510";"2510"
"8";"T2510";" 11 relev‚s"
"9";"T2510";" 23 esp‚ces"
"10";"T2511";"2511"
"11";"T2511";" 17 relev‚s"
"12";"T2511";" 51 esp‚ces"
"13";"T2512";"2512"
"14";"T2512";" 20 relev‚s"
"15";"T2512";" 38 esp‚ces"
"16";"T2513";"2513"
"17";"T2513";" 19 relev‚s"
"18";"T2513";" 27 esp‚ces"
"19";"T2514";"2514"
"20";"T2514";" 19 relev‚s"
"21";"T2514";" 61 esp‚ces"
"22";"T2515";"2515"
"23";"T2515";"  9 relev‚s"
"24";"T2515";" 42 esp‚ces"
"25";"T2516";"2516"
"26";"T2516";" 20 relev‚s"
"27";"T2516";" 68 esp‚ces"
"28";"T2517";"2517"
"29";"T2517";" 16 relev‚s"
"30";"T2517";" 77 esp‚ces"
"31";"T2518";"2518"
"32";"T2518";" 13 relev‚s"
"33";"T2518";" 66 esp‚ces"
"34";"T2519";"2519"
"35";"T2519";" 20 relev‚s"
"36";"T2519";"134 esp‚ces"
"37";"T2520";"2520"
"38";"T2520";" 19 relev‚s"
"39";"T2520";"106 esp‚ces"
"40";"T2521";"2521"
"41";"T2521";" 12 relev‚s"
"42";"T2521";" 65 esp‚ces"
"43";"T2522";"2522"
"44";"T2522";" 20 relev‚s"
"45";"T2522";"102 esp‚ces"
"46";"T2523";"2523"
"47";"T2523";" 10 relev‚s"
"48";"T2523";" 81 esp‚ces"
"49";"T2524";"2524"
"50";"T2524";" 15 relev‚s"
"51";"T2524";"102 esp‚ces"
"52";"T2525";"2525"
"53";"T2525";" 17 relev‚s"
"54";"T2525";"113 esp‚ces"
"55";"T2526";"2526"
"56";"T2526";" 11 relev‚s"
"57";"T2526";" 66 esp‚ces"
"58";"T2527";"2527"
"59";"T2527";"  5 relev‚s"
"60";"T2527";" 42 esp‚ces"
"61";"T2528";"2528"
"62";"T2528";" 10 relev‚s"
"63";"T2528";" 56 esp‚ces"
"64";"T2529";"	2529"
"65";"T2529";"STUCHLIKOWA B."
"66";"T2529";"1967"
"67";"T2529";"Meadow associations of the Polica range (Polish Western Carpathians).- Fragm. Flor. Geobot., XIII, 3: 357-402."
"68";"T2529";"Caricion canescentis-fuscae"
"69";"T2529";"Carici canescentis-Agrostietum caninae philonotidetosum"
"70";"T2529";"VI 1-8"
"71";"T2529";"Corr. & A/D G.Roux 1994"
"72";"T2530";"2530"
"73";"T2530";"BRAUN-BLANQUET J."
"74";"T2530";"1948"
"75";"T2530";"La v‚g‚tation alpine des Pyr‚n‚es orientales.- Monog. Estac. Estud. Pyr‚n."
"76";"T2530";"Caricion davallianae"
"77";"T2530";"Cariceto-Pinguiculetum & Caricetum davallianae"
"78";"T2530";"XV 1-14"
"79";"T2530";"Corr. & A/D G.Roux 1994"
"80";"T2531";"2531"
"81";"T2531";"BRAUN-BLANQUET J"
"82";"T2531";"1948"
"83";"T2531";"La v‚g‚tation alpine des Pyr‚n‚es orientales.-Monog. Estac. Estud. Pyren."
"84";"T2531";"Caricion fuscae"
