"";"strsplit(filename, ""\\."")[[1]][1]";"header"
"1";"T0911";"911"
"2";"T0911";"602"
"3";"T0911";"BRAUN-BLANQUET J. & COLL."
"4";"T0911";"1935"
"5";"T0911";"L'excursion de la Sigma en Catalogne (Paques 1934).- Cavanillesia.,VII,6-12:1-37"
"6";"T0911";"413 Rhamno-Quercion cocciferae ( proposition Roux)"
"7";"T0911";"X"
"8";"T0911";"3"
"9";"T0911";"1"
"10";"T0911";"1"
"11";"T0911";"7 M‚diterran‚en"
"12";"T0911";"14 Espagne"
"13";"T0911";"27 Garrigue"
"14";"T0911";"G.Roux"
"15";"T0912";"912"
"16";"T0912";"602"
"17";"T0912";"BRAUN-BLANQUET J. & COLL."
"18";"T0912";"1935"
"19";"T0912";"L'excursion de la Sigma en Catalogne (Paques 1934).- Cavanillesia.,VII,6-12:1-37"
"20";"T0912";"234 Rosmarino-Ericion"
"21";"T0912";"Anthyllido-Cistetum clusii"
"22";"T0912";"4"
"23";"T0912";"3"
"24";"T0912";"1-3"
"25";"T0912";"7 M‚diterran‚en"
"26";"T0912";"14 Espagne"
"27";"T0912";"27 Garrigue"
"28";"T0912";"G.Roux"
"29";"T0913";"913"
"30";"T0913";"602"
"31";"T0913";"BRAUN-BLANQUET J. & COLL."
"32";"T0913";"1935"
"33";"T0913";"L'excursion de la Sigma en Catalogne (Paques 1934).- Cavanillesia.,VII,6-12:1-37"
"34";"T0913";"234 Rosmarino-Ericion"
"35";"T0913";"Association a Scilla obtusifolia et Erodium sanguis-christi"
"36";"T0913";"7"
"37";"T0913";"1"
"38";"T0913";"1"
"39";"T0913";"7 M‚diterran‚en"
"40";"T0913";"14 Espagne"
"41";"T0913";"27 Garrigue"
"42";"T0913";"G.Roux"
"43";"T0914";"914"
"44";"T0914";"602"
"45";"T0914";"BRAUN-BLANQUET J. & COLL."
"46";"T0914";"1935"
"47";"T0914";"L'excursion de la Sigma en Catalogne (Paques 1934).- Cavanillesia.,VII,6-12:1-37"
"48";"T0914";"382 Crucianellion maritimae (Proposition Roux)"
"49";"T0914";"Crucianelletum maritimae subass passerinetosum"
"50";"T0914";"8"
"51";"T0914";"1"
"52";"T0914";"1"
"53";"T0914";"7 M‚diterran‚en"
"54";"T0914";"14 Espagne"
"55";"T0914";"50 Dune maritime"
"56";"T0914";"G.Roux"
"57";"T0915";"915"
"58";"T0915";"602"
"59";"T0915";"BRAUN-BLANQUET J. & COLL."
"60";"T0915";"1935"
"61";"T0915";"L'excursion de la Sigma en Catalogne (Paques 1934).- Cavanillesia.,VII,6-12:1-37"
"62";"T0915";"382 Crucianellion maritimae (Proposition Roux)"
"63";"T0915";"Crucianelletum maritimae subass passerinetosum"
"64";"T0915";"10"
"65";"T0915";"1"
"66";"T0915";"1"
"67";"T0915";"7 M‚diterran‚en"
"68";"T0915";"14 Espagne"
"69";"T0915";"50 Dune maritime"
"70";"T0915";"G.Roux"
"71";"T0916";"916"
"72";"T0916";"602"
"73";"T0916";"BRAUN-BLANQUET J. & COLL."
"74";"T0916";"1935"
"75";"T0916";"L'excursion de la Sigma en Catalogne (Paques 1934).- Cavanillesia.,VII,6-12:1-37"
"76";"T0916";"245 Arthrocnemion fruticosae ( Proposition Roux)"
"77";"T0916";"Salicornietum fruticosae"
"78";"T0916";"11"
"79";"T0916";"1"
"80";"T0916";"1"
"81";"T0916";"7 M‚diterran‚en"
